field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
edge_cells_lt50pct_nominal,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Indicador relacionado a células de borda estadual.,Derivado da fração de área efetiva da célula.,booleano ou contagem,Ajuda a separar efeitos geométricos de fronteira.,Não é um problema hidrogeológico.,Depende da geometria de limite usada.
empty_cells_n,Independência e redundância · resumo de escala,independence_scale_summary.csv,Número de células sem poço no conjunto auditado.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
entropy_norm_10km,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Entropia de Shannon normalizada da distribuição das observações ou classes entre unidades de suporte.,"Hn = −Σ pᵢ ln(pᵢ) ÷ ln(k), para k > 1.",0 a 1,Próximo de 1 indica distribuição mais equilibrada entre categorias ocupadas. Próximo de 0 indica forte concentração.,"Não representa quantidade total de informação hidrogeológica, qualidade ou independência causal.",UNKNOWN quando há menos de duas categorias ocupadas.
entropy_norm_2p5km,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Entropia de Shannon normalizada da distribuição das observações ou classes entre unidades de suporte.,"Hn = −Σ pᵢ ln(pᵢ) ÷ ln(k), para k > 1.",0 a 1,Próximo de 1 indica distribuição mais equilibrada entre categorias ocupadas. Próximo de 0 indica forte concentração.,"Não representa quantidade total de informação hidrogeológica, qualidade ou independência causal.",UNKNOWN quando há menos de duas categorias ocupadas.
entropy_norm_5km,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Entropia de Shannon normalizada da distribuição das observações ou classes entre unidades de suporte.,"Hn = −Σ pᵢ ln(pᵢ) ÷ ln(k), para k > 1.",0 a 1,Próximo de 1 indica distribuição mais equilibrada entre categorias ocupadas. Próximo de 0 indica forte concentração.,"Não representa quantidade total de informação hidrogeológica, qualidade ou independência causal.",UNKNOWN quando há menos de duas categorias ocupadas.
evaluation_rule,Suficiência por pergunta,question_requirement_matrix.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
evidence_code,Estratificação hidrogeológica | Estrutura espacial | Estudo de escalas | Malhas de evidência,grid_assignment_audit.csv | grid_evidence_long.csv | maup_origin_concordance.csv | maup_origin_sensitivity_summary.csv | maup_variant_summary.csv | same_stratum_gap_by_domain.csv | same_stratum_gap_by_hydro_unit.csv | scale_candidate_cross_scale_stability.csv | scale_candidate_origin_concordance.csv | scale_candidate_origin_sensitivity.csv | scale_candidate_origin_variants.csv | scale_stability_evidence.csv,Código E01-E12 da evidência analisada na linha.,Taxonomia fixa da Matriz de Evidência Hidrogeológica.,texto,Identifica qual pergunta documental está sendo resumida.,Não é nível de prioridade nem ordem de importância.,Deve corresponder a uma evidência registrada.
evidence_date_span_years,Vertical e temporal,well_vertical_temporal.csv,Amplitude entre a data mais antiga e a mais recente do conjunto documental considerado.,"(data máxima − data mínima) ÷ 365,2425.",anos,Mostra a extensão cronológica coberta por datas existentes.,Não é duração de uma série contínua e pode resultar de poucos eventos isolados.,UNKNOWN quando há menos de duas datas válidas.
evidence_name,Malhas de evidência,grid_evidence_long.csv,Nome descritivo da evidência E01-E12.,Vinculado ao evidence_code no registro metodológico.,texto,Facilita leitura humana do código.,Não acrescenta uma nova variável.,"Se ausente, recuperar pelo registro metodológico, não inventar."
exact_colocation_wells_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de poços em coordenadas idênticas na célula.,Contagem dos well_id que satisfazem a condição poços em coordenadas idênticas.,n,Localiza onde se concentram situações que exigem auditoria.,Não é número de duplicatas confirmadas.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
exact_colocation_wells_pct,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Percentual de poços em coordenadas idênticas na célula.,100 × exact_colocation_wells_n ÷ n_wells_raw.,%,Permite comparar células com denominadores diferentes.,Não é porcentagem de informação inválida.,UNKNOWN em célula sem poço.
exact_coordinate_colocation,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de que o well_id pertence a um grupo com coordenadas exatamente repetidas.,TRUE quando o grupo contém pelo menos dois IDs.,booleano,Sinaliza co-localização cadastral para revisão.,Não demonstra duplicação física nem redundância hidrogeológica.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
exact_coordinate_group,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Identificador do grupo de coordenadas exatamente repetidas.,Mesmo valor de latitude e longitude após a normalização usada na auditoria.,texto,Permite localizar IDs co-localizados exatamente.,Coordenada idêntica não prova que os registros sejam o mesmo poço.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
exact_state_agreement_n,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Contagem associada a exact state agreement n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,n,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_agreement_pct,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,"Percentual associado a exact state agreement pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_origins_n,Estabilidade e sensibilidade,origin_scale_question_summary.csv,Contagem associada a exact state all origins n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_origins_pct,Estabilidade e sensibilidade,origin_scale_question_summary.csv,"Percentual associado a exact state all origins pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales,Estabilidade e sensibilidade,support_question_cross_scale.csv,Indicador lógico associado a exact state all scales nas regras da V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales_n,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Contagem associada a exact state all scales n no universo explicitado pelo produto V2.5.,Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
exact_state_all_scales_pct,Estabilidade e sensibilidade,cross_scale_question_summary.csv,"Percentual associado a exact state all scales pct, com denominador explícito no produto V2.5.",Concordância exata entre estados documentais no suporte fixo de 5 km.,booleano,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
explicit_profile_documented,Vertical e temporal,well_vertical_temporal.csv,Indicador booleano de que a condição documental descrita no nome do campo foi demonstrada nos dados adquiridos.,TRUE somente quando a regra específica do módulo é satisfeita.,booleano,Permite separar presença documental de ausência de campo.,FALSE não significa ausência física da característica.,Campos não adquiridos não são inferidos.
